n,fronteraMax,tamClique,tiempo
177,60,2,985690
177,115,2,1360318
177,115,2,2028019
177,60,2,1498296
180,117,2,1397656
180,117,2,1633103
180,117,2,1011784
180,61,2,772192
180,117,2,1352561
180,61,2,990144
180,61,2,981880
180,61,2,1110938
180,117,2,1290831
180,61,2,1049549
180,61,2,1280595
180,117,2,1664951
180,117,2,1066857
180,117,2,1109926
180,61,2,995923
180,117,2,1292795
180,61,2,1058013
180,61,2,1054707
180,117,2,1063233
180,117,2,1102827
183,119,2,1199656
183,119,2,1490137
183,119,2,1427193
183,119,2,1249796
183,119,2,2337614
183,62,2,793927
183,119,2,1038962
183,119,2,1077310
183,119,2,991973
183,62,2,826342
183,119,2,1091692
183,62,2,821662
183,62,2,831280
183,62,2,833549
183,119,2,1074286
183,119,2,1033195
183,119,2,1027948
183,62,2,1433159
183,119,2,1135616
183,119,2,1119643
186,121,2,1125279
186,121,2,1117085
186,121,2,1123489
186,63,2,867957
186,63,2,817176
186,121,2,1159467
186,121,2,1955204
186,121,2,1926458
186,121,2,1493585
186,121,2,1457082
186,121,2,1063925
186,63,2,792671
186,121,2,1049217
186,121,2,1062746
186,121,2,2393388
186,121,2,1368165
186,63,2,968767
186,121,2,1072524
186,121,2,1084756
186,63,2,808382
189,123,2,1114251
189,123,2,1279340
189,123,2,1406481
189,64,2,472379
189,123,2,1253772
189,64,2,933469
189,123,2,1180682
189,123,2,1167011
189,64,2,1131700
189,64,2,1173899
189,123,2,1156367
189,123,2,1196477
189,123,2,1158387
189,123,2,1085168
189,123,2,2596467
189,123,2,1496487
189,64,2,826495
189,64,2,906705
189,123,2,1143980
189,123,2,1161770
192,125,2,1124660
192,125,2,1105368
192,125,2,1181098
192,125,2,1205248
192,65,2,852111
192,125,2,1213768
192,125,2,1118735
192,65,2,856365
192,125,2,1113628
192,125,2,1121225
192,125,2,1187933
192,125,2,1189402
192,125,2,1183941
192,125,2,1188492
192,125,2,1400477
192,65,2,1366872
192,125,2,1867189
192,65,2,1368434
192,65,2,1158510
192,65,2,1159686
195,66,2,858179
195,127,2,1201040
195,127,2,1209580
195,66,2,945153
195,127,2,1139786
195,127,2,1480760
195,127,2,1298689
195,127,2,1575003
195,127,2,1203197
195,66,2,1026611
195,127,2,1528041
195,127,2,1197557
195,127,2,1223862
195,127,2,1211619
195,127,2,1146488
195,66,2,867784
195,66,2,886251
