n,fronteraMax,tamClique,tiempo
132,85,2,2927054
132,85,2,2754041
132,85,2,2251945
132,85,2,1690209
132,85,2,1802133
132,85,2,1795155
132,85,2,1785795
132,85,2,1742148
132,85,2,1655681
132,85,2,1637934
132,85,2,1769600
132,85,2,2702619
132,85,2,1855834
132,85,2,1640492
132,85,2,2629650
132,85,2,2098725
132,85,2,2673810
132,85,2,1793897
132,85,2,1772715
132,85,2,2172399
132,85,2,1643560
132,85,2,1622896
132,85,2,1547684
132,85,2,1721555
135,87,2,1573238
135,87,2,1655514
135,87,2,2066548
135,87,2,1872915
135,87,2,1870129
135,87,2,2431408
135,87,2,1863182
135,87,2,1747467
135,87,2,3852731
135,46,2,1663767
135,46,2,1480162
135,87,2,1689013
135,46,2,1590765
135,87,2,1703397
135,87,2,1773712
135,87,2,1859696
135,87,2,1979928
135,87,2,2321169
135,87,2,1693106
135,87,2,2271509
135,46,2,1474645
135,87,2,1775127
135,87,2,1762428
135,87,2,2372599
135,87,2,1751450
135,87,2,2317517
135,87,2,2164307
135,87,2,1717593
135,87,2,2352882
135,87,2,1706186
138,89,2,2176819
138,89,2,1807045
138,89,2,3208921
138,89,2,1781955
138,89,2,1894474
138,89,2,2152066
138,89,2,1770236
138,89,2,1862775
138,89,2,2257424
138,89,2,2226043
138,89,2,2713580
138,89,2,1895325
138,89,2,2400028
138,89,2,2408726
138,89,2,1835545
138,89,2,2851125
138,89,2,2870589
138,89,2,2359125
138,89,2,1737739
138,89,2,2341519
138,89,2,2267493
138,89,2,1916402
138,89,2,1932726
138,89,2,1713187
138,89,2,1866003
138,89,2,2246339
138,89,2,1986029
138,89,2,1656214
138,89,2,2947277
138,89,2,2941326
141,91,2,1945607
141,91,2,2483223
141,91,2,2145717
141,91,2,1946597
141,91,2,1859994
141,91,2,2338981
141,91,2,1739079
141,91,2,1899248
141,91,2,1746590
141,91,2,2291980
141,91,2,1787354
141,91,2,1712497
141,91,2,1957150
141,91,2,1646931
141,91,2,1795369
141,91,2,1823448
141,91,2,1902689
141,91,2,2879933
141,91,2,1959009
141,91,2,1963021
141,91,2,1840583
141,91,2,1885564
